"EntityNumber","ActivityGroup","NaceVersion","NaceCode","Classification"
"0432.680.673","001","2008","71121","MAIN"
"0433.221.893","001","2025","49410","MAIN"
"0433.221.893","001","2003","60242","MAIN"
"0433.221.893","001","2008","49410","MAIN"
"0439.609.641","006","2025","11050","MAIN"
"0439.609.641","001","2025","46389","MAIN"
"0439.609.641","001","2003","51384","MAIN"
"0439.609.641","001","2008","46389","MAIN"
"0441.626.548","006","2025","86940","MAIN"
"0441.945.064","001","2025","64210","SECO"
"0441.945.064","001","2025","68321","SECO"
"0441.945.064","001","2025","93299","SECO"
"0441.945.064","001","2025","82300","SECO"
"0441.945.064","001","2025","41001","SECO"
"0441.945.064","001","2025","70200","MAIN"
"0441.945.064","001","2025","66199","SECO"
"0441.945.064","001","2025","68310","SECO"
"0441.945.064","001","2025","68110","SECO"
"0441.945.064","001","2008","82300","SECO"
"0441.945.064","001","2008","93299","SECO"
"0441.945.064","001","2008","68311","SECO"
"0441.945.064","001","2008","41201","SECO"
"0441.945.064","001","2008","68100","SECO"
"0441.945.064","001","2008","64200","SECO"
"0441.945.064","001","2008","68321","SECO"
"0441.945.064","001","2008","70220","MAIN"
"0441.945.064","001","2008","66199","SECO"
"0444.614.841","001","2025","73200","MAIN"
"0444.614.841","001","2025","82300","SECO"
"0444.614.841","001","2025","85599","SECO"
"0444.614.841","001","2025","93199","SECO"
"0444.614.841","001","2025","85592","SECO"
"0444.614.841","001","2003","80421","SECO"
"0444.614.841","001","2003","74131","MAIN"
"0444.614.841","001","2003","80424","SECO"
"0444.614.841","001","2003","92623","SECO"
"0444.614.841","001","2003","74872","SECO"
"0444.614.841","001","2008","93199","SECO"
"0444.614.841","001","2008","85599","SECO"
"0444.614.841","001","2008","85592","SECO"
"0444.614.841","001","2008","73200","MAIN"
"0444.614.841","001","2008","82300","SECO"
"0445.481.012","001","2025","16281","MAIN"
"0445.481.012","001","2003","20510","MAIN"
"0445.481.012","001","2008","16291","MAIN"
"0445.484.574","006","2025","68201","MAIN"
"0445.998.179","001","2025","82100","SECO"
"0445.998.179","001","2025","73200","SECO"
"0445.998.179","001","2025","68203","MAIN"
"0445.998.179","001","2025","56210","SECO"
"0445.998.179","001","2003","74131","MAIN"
"0445.998.179","001","2008","68203","MAIN"
"0445.998.179","001","2008","82110","SECO"
"0445.998.179","001","2008","73200","SECO"
"0445.998.179","001","2008","56210","SECO"
"0446.886.720","006","2025","96301","MAIN"
"0446.886.720","001","2025","96301","MAIN"
"0446.886.720","001","2003","93031","MAIN"
"0446.886.720","001","2008","96031","MAIN"
"0448.365.573","001","2025","81220","MAIN"
"0448.365.573","001","2003","74700","MAIN"
"0448.365.573","001","2008","81220","MAIN"
"0448.627.077","001","2025","49410","MAIN"
"0448.627.077","001","2025","38210","SECO"
"0448.627.077","001","2003","37100","SECO"
"0448.627.077","001","2003","60242","MAIN"
"0448.627.077","001","2008","38322","SECO"
"0448.627.077","001","2008","49410","MAIN"
"0448.849.484","001","2025","41001","SECO"
"0448.849.484","001","2025","68121","SECO"
"0448.849.484","001","2025","81300","MAIN"
"0448.849.484","001","2025","43990","SECO"
"0448.849.484","001","2025","43110","SECO"
"0448.849.484","001","2003","45211","SECO"
"0448.849.484","001","2003","45111","SECO"
"0448.849.484","001","2003","70111","MAIN"
"0448.849.484","001","2003","45250","SECO"
"0448.849.484","001","2008","43999","SECO"
"0448.849.484","001","2008","43110","SECO"
"0448.849.484","001","2008","81300","MAIN"
"0448.849.484","001","2008","41101","SECO"
"0448.849.484","001","2008","41201","SECO"
"0448.914.713","001","2025","56301","MAIN"
"0448.914.713","001","2003","55401","MAIN"
"0448.914.713","001","2008","56301","MAIN"
"0449.364.574","006","2025","71209","MAIN"
"0449.364.574","001","2025","68310","MAIN"
"0449.364.574","001","2008","68311","MAIN"
"0452.371.277","001","2025","43350","SECO"
"0452.371.277","001","2025","43310","MAIN"
"0452.371.277","001","2025","43331","SECO"
"0452.371.277","001","2025","47521","SECO"
"0452.371.277","001","2003","45410","MAIN"
"0452.371.277","001","2003","52461","SECO"
"0452.371.277","001","2003","45431","SECO"
"0452.371.277","001","2003","45450","SECO"
"0452.371.277","001","2008","47521","SECO"
"0452.371.277","001","2008","43331","SECO"
"0452.371.277","001","2008","43390","SECO"
"0452.371.277","001","2008","43310","MAIN"
"0452.584.578","006","2025","01500","MAIN"
"0452.584.578","001","2025","01500","MAIN"
"0452.584.578","001","2003","01300","MAIN"
"0452.584.578","001","2008","01500","MAIN"
"0453.218.840","006","2025","95210","MAIN"
"0453.218.840","001","2025","43990","SECO"
"0453.218.840","001","2003","45250","SECO"
"0453.218.840","001","2008","43999","SECO"
"0454.668.890","006","2025","01610","MAIN"
"0454.668.890","001","2025","01610","MAIN"
"0454.668.890","001","2003","01410","MAIN"
"0454.668.890","001","2008","01610","MAIN"
"0455.988.486","001","2025","41001","MAIN"
"0455.988.486","001","2003","45211","MAIN"
"0455.988.486","001","2008","41201","MAIN"
"0460.324.485","001","2025","47820","SECO"
"0460.324.485","001","2025","95311","SECO"
"0460.324.485","001","2025","95315","MAIN"
"0460.324.485","001","2008","45320","SECO"
"0460.324.485","001","2008","45201","SECO"
"0460.324.485","001","2008","45205","MAIN"
"0461.197.485","006","2025","43320","MAIN"
"0461.197.485","001","2025","43320","MAIN"
"0461.197.485","001","2003","45422","SECO"
"0461.197.485","001","2003","45421","MAIN"
"0461.197.485","001","2008","43320","MAIN"
"0461.620.228","006","2025","49410","MAIN"
"0461.620.228","001","2025","52250","SECO"
"0461.620.228","001","2025","52249","SECO"
"0461.620.228","001","2025","52241","MAIN"
"0461.620.228","001","2003","63402","SECO"
"0461.620.228","001","2003","63111","MAIN"
"0461.620.228","001","2003","63112","SECO"
"0461.620.228","001","2008","52241","MAIN"
"0461.620.228","001","2008","52290","SECO"
"0461.620.228","001","2008","52249","SECO"
"0463.665.344","001","2025","46180","SECO"
"0463.665.344","001","2025","47120","SECO"
"0463.665.344","001","2025","47761","SECO"
"0463.665.344","001","2025","62900","MAIN"
"0463.665.344","001","2025","46220","SECO"
"0463.665.344","001","2003","52122","SECO"
"0463.665.344","001","2003","30020","MAIN"
"0463.665.344","001","2003","52483","SECO"
"0463.665.344","001","2003","51180","SECO"
"0463.665.344","001","2003","51220","SECO"
"0463.665.344","001","2008","47191","SECO"
"0463.665.344","001","2008","46220","SECO"
"0463.665.344","001","2008","47761","SECO"
"0463.665.344","001","2008","62090","MAIN"
"0463.665.344","001","2008","46180","SECO"
"0464.606.541","001","2025","16110","SECO"
"0464.606.541","001","2025","46130","SECO"
"0464.606.541","001","2025","16230","SECO"
"0464.606.541","001","2025","46648","MAIN"
"0464.606.541","001","2025","16220","SECO"
"0464.606.541","001","2003","51830","MAIN"
"0464.606.541","001","2008","46640","MAIN"
"0464.606.541","001","2008","16220","SECO"
"0464.606.541","001","2008","46130","SECO"
"0464.606.541","001","2008","16100","SECO"
"0464.606.541","001","2008","16230","SECO"
"0465.667.504","001","2025","46480","SECO"
"0465.667.504","001","2025","32123","MAIN"
"0465.667.504","001","2003","36223","MAIN"
"0465.667.504","001","2003","51474","SECO"
"0465.667.504","001","2008","46480","SECO"
"0465.667.504","001","2008","32123","MAIN"
"0465.938.708","001","2025","18130","MAIN"
"0465.938.708","001","2003","22250","MAIN"
"0465.938.708","001","2008","18130","MAIN"
"0466.875.351","006","2025","46494","MAIN"
"0466.875.351","001","2025","46900","MAIN"
"0466.875.351","001","2025","47789","SECO"
"0466.875.351","001","2025","66199","SECO"
"0466.875.351","001","2003","52498","SECO"
"0466.875.351","001","2003","51900","MAIN"
"0466.875.351","001","2008","47789","SECO"
"0466.875.351","001","2008","66199","SECO"
"0466.875.351","001","2008","46900","MAIN"
"0469.474.654","001","2025","70200","SECO"
"0469.474.654","001","2025","62200","MAIN"
"0469.474.654","001","2003","74142","MAIN"
"0469.474.654","001","2008","70220","SECO"
"0469.474.654","001","2008","62020","MAIN"
"0473.232.019","001","2025","70200","MAIN"
"0473.232.019","001","2003","74142","MAIN"
"0473.232.019","001","2008","70220","MAIN"
"0473.256.466","001","2025","43120","SECO"
"0473.256.466","001","2025","46130","SECO"
"0473.256.466","001","2025","42220","SECO"
"0473.256.466","001","2025","25110","MAIN"
"0473.256.466","001","2025","43222","SECO"
"0473.256.466","001","2003","45112","SECO"
"0473.256.466","001","2003","51130","SECO"
"0473.256.466","001","2003","28110","MAIN"
"0473.256.466","001","2003","45215","SECO"
"0473.256.466","001","2003","45331","SECO"
"0473.256.466","001","2008","25110","MAIN"
"0473.256.466","001","2008","43222","SECO"
"0473.256.466","001","2008","43120","SECO"
"0473.256.466","001","2008","46130","SECO"
"0473.256.466","001","2008","42220","SECO"
"0473.359.802","001","2025","16230","MAIN"
"0473.359.802","001","2003","20300","MAIN"
"0473.359.802","001","2008","16230","MAIN"
"0475.348.993","001","2025","56111","MAIN"
"0475.348.993","001","2025","56210","SECO"
"0475.348.993","001","2003","55522","SECO"
"0475.348.993","001","2003","55301","MAIN"
"0475.348.993","001","2008","56101","MAIN"
"0475.348.993","001","2008","56210","SECO"
"0476.875.160","001","2025","56111","MAIN"
"0476.875.160","001","2003","55301","MAIN"
"0476.875.160","001","2008","56101","MAIN"
"0476.947.515","006","2025","69201","MAIN"
"0476.947.515","001","2025","64210","MAIN"
"0476.947.515","001","2008","64200","MAIN"
"0478.696.483","006","2025","73300","MAIN"
"0478.696.483","001","2025","70200","SECO"
"0478.696.483","001","2025","73300","MAIN"
"0478.696.483","001","2025","59111","SECO"
"0478.696.483","001","2025","73120","SECO"
"0478.696.483","001","2025","73110","SECO"
"0478.696.483","001","2003","74402","SECO"
"0478.696.483","001","2003","74142","SECO"
"0478.696.483","001","2003","74401","SECO"
"0478.696.483","001","2003","92111","SECO"
"0478.696.483","001","2003","74141","MAIN"
"0478.696.483","001","2008","70210","MAIN"
"0478.696.483","001","2008","59111","SECO"
"0478.696.483","001","2008","73110","SECO"
"0478.696.483","001","2008","70220","SECO"
"0478.696.483","001","2008","73120","SECO"
"0479.051.227","001","2025","56301","MAIN"
"0479.051.227","001","2003","55401","MAIN"
"0479.051.227","001","2008","56301","MAIN"
"0480.053.790","001","2025","71111","MAIN"
"0480.053.790","001","2003","74201","MAIN"
"0480.053.790","001","2008","71111","MAIN"
"0480.377.949","001","2025","29202","MAIN"
"0480.377.949","001","2025","25110","SECO"
"0480.377.949","001","2025","33110","SECO"
"0480.377.949","001","2003","34201","SECO"
"0480.377.949","001","2003","28110","MAIN"
"0480.377.949","001","2008","25110","SECO"
"0480.377.949","001","2008","29202","MAIN"
"0480.377.949","001","2008","33110","SECO"
"0500.613.337","006","2025","43410","MAIN"
"0500.613.337","001","2025","43410","MAIN"
"0500.613.337","001","2025","81220","SECO"
"0500.613.337","001","2025","43320","SECO"
"0500.613.337","001","2025","43421","SECO"
"0500.613.337","001","2008","43992","SECO"
"0500.613.337","001","2008","43991","SECO"
"0500.613.337","001","2008","43910","MAIN"
"0500.613.337","001","2008","43320","SECO"
"0500.613.337","001","2008","81220","SECO"
"0501.504.747","006","2025","82990","MAIN"
"0501.504.747","001","2025","94993","SECO"
"0501.504.747","001","2025","70200","MAIN"
"0501.504.747","001","2008","70220","MAIN"
"0501.504.747","001","2008","94993","SECO"
"0501.717.058","006","2025","43211","MAIN"
"0501.717.058","001","2025","43240","MAIN"
"0501.717.058","001","2025","43211","SECO"
"0501.717.058","001","2025","46643","SECO"
"0501.717.058","001","2025","71121","SECO"
"0501.717.058","001","2025","33140","SECO"
"0501.717.058","001","2025","47521","SECO"
"0501.717.058","001","2008","43299","MAIN"
"0501.717.058","001","2008","46693","SECO"
"0501.717.058","001","2008","47521","SECO"
"0501.717.058","001","2008","43211","SECO"
"0501.717.058","001","2008","33140","SECO"
"0501.717.058","001","2008","71121","SECO"
"0502.481.972","001","2025","41001","SECO"
"0502.481.972","001","2025","33140","SECO"
"0502.481.972","001","2025","33120","MAIN"
"0502.481.972","001","2025","33110","SECO"
"0502.481.972","001","2008","33120","MAIN"
"0502.481.972","001","2008","33140","SECO"
"0502.481.972","001","2008","33110","SECO"
"0502.481.972","001","2008","41201","SECO"
"0505.691.583","006","2025","81210","MAIN"
"0505.691.583","001","2025","43211","SECO"
"0505.691.583","001","2025","73110","SECO"
"0505.691.583","001","2025","43222","SECO"
"0505.691.583","001","2025","41001","MAIN"
"0505.691.583","001","2025","43221","SECO"
"0505.691.583","001","2008","43221","SECO"
"0505.691.583","001","2008","43222","SECO"
"0505.691.583","001","2008","41201","MAIN"
"0505.691.583","001","2008","73110","SECO"
"0505.691.583","001","2008","43211","SECO"
"0521.673.027","001","2025","47540","SECO"
"0521.673.027","001","2025","43211","MAIN"
"0521.673.027","001","2025","46140","SECO"
"0521.673.027","001","2008","47540","SECO"
"0521.673.027","001","2008","46140","SECO"
"0521.673.027","001","2008","43211","MAIN"
"0521.673.522","001","2025","56112","SECO"
"0521.673.522","001","2025","93299","SECO"
"0521.673.522","001","2025","82300","SECO"
"0521.673.522","001","2025","56210","SECO"
"0521.673.522","001","2025","55100","MAIN"
"0521.673.522","001","2008","55100","MAIN"
"0521.673.522","001","2008","56102","SECO"
"0521.673.522","001","2008","56210","SECO"
"0521.673.522","001","2008","82300","SECO"
"0521.673.522","001","2008","93299","SECO"
"0524.741.591","001","2025","69201","MAIN"
"0524.741.591","001","2008","69202","MAIN"
"0527.926.260","001","2025","56111","MAIN"
"0527.926.260","001","2008","56101","MAIN"
"0535.597.772","006","2025","41001","MAIN"
"0535.597.772","001","2025","41002","SECO"
"0535.597.772","001","2025","41001","SECO"
"0535.597.772","001","2025","41003","SECO"
"0535.597.772","001","2025","43910","MAIN"
"0535.597.772","001","2025","43990","SECO"
"0535.597.772","001","2025","71121","SECO"
"0535.597.772","001","2008","43995","SECO"
"0535.597.772","001","2008","43999","SECO"
"0535.597.772","001","2008","71121","SECO"
"0535.597.772","001","2008","43994","MAIN"
"0535.597.772","001","2008","41201","SECO"
"0535.597.772","001","2008","41202","SECO"
"0535.597.772","001","2008","41203","SECO"
"0536.214.119","001","2025","46500","MAIN"
"0536.214.119","001","2008","46510","MAIN"
"0536.754.745","001","2025","81300","SECO"
"0536.754.745","001","2025","81230","SECO"
"0536.754.745","001","2025","43990","MAIN"
"0536.754.745","001","2008","81300","SECO"
"0536.754.745","001","2008","43999","MAIN"
"0536.754.745","001","2008","81290","SECO"
"0541.653.938","001","2025","68321","MAIN"
"0541.653.938","001","2025","68310","SECO"
"0541.653.938","001","2008","68311","SECO"
"0541.653.938","001","2008","68321","MAIN"
"0542.570.488","001","2025","47789","MAIN"
"0542.570.488","001","2008","47789","MAIN"
"0547.657.050","006","2025","56111","MAIN"
"0547.657.050","001","2025","56301","MAIN"
"0547.657.050","001","2008","56301","MAIN"
"0548.892.811","001","2025","82400","SECO"
"0548.892.811","001","2025","74999","SECO"
"0548.892.811","001","2025","52250","MAIN"
"0548.892.811","001","2025","82990","SECO"
"0548.892.811","001","2025","52260","SECO"
"0548.892.811","001","2008","79909","SECO"
"0548.892.811","001","2008","74909","SECO"
"0548.892.811","001","2008","52290","MAIN"
"0548.892.811","001","2008","82990","SECO"
"0552.524.866","001","2025","56111","MAIN"
"0552.524.866","001","2025","56112","SECO"
"0552.524.866","001","2008","56101","MAIN"
"0552.524.866","001","2008","56102","SECO"
"0552.764.396","001","2025","43120","SECO"
"0552.764.396","001","2025","49420","SECO"
"0552.764.396","001","2025","17120","MAIN"
"0552.764.396","001","2008","49420","SECO"
"0552.764.396","001","2008","43120","SECO"
"0552.764.396","001","2008","17120","MAIN"
"0553.791.311","006","2025","62200","MAIN"
"0553.791.311","001","2025","70200","SECO"
"0553.791.311","001","2025","73300","MAIN"
"0553.791.311","001","2025","85599","SECO"
"0553.791.311","001","2025","63920","SECO"
"0553.791.311","001","2025","82990","SECO"
"0553.791.311","001","2008","70220","SECO"
"0553.791.311","001","2008","85599","SECO"
"0553.791.311","001","2008","70210","MAIN"
"0553.791.311","001","2008","63990","SECO"
"0553.791.311","001","2008","82990","SECO"
"0557.931.033","001","2025","95240","SECO"
"0557.931.033","001","2025","31001","MAIN"
"0557.931.033","001","2008","31010","MAIN"
"0557.931.033","001","2008","95240","SECO"
"0559.998.915","006","2025","46474","MAIN"
"0559.998.915","001","2025","46643","MAIN"
"0559.998.915","001","2025","77221","SECO"
"0559.998.915","001","2025","43212","SECO"
"0559.998.915","001","2025","47552","SECO"
"0559.998.915","001","2025","43211","SECO"
"0559.998.915","001","2025","71121","SECO"
"0559.998.915","001","2008","77291","SECO"
"0559.998.915","001","2008","46693","MAIN"
"0559.998.915","001","2008","71121","SECO"
"0559.998.915","001","2008","47592","SECO"
"0559.998.915","001","2008","43212","SECO"
"0559.998.915","001","2008","43211","SECO"
"0568.562.728","001","2025","49410","MAIN"
"0568.562.728","001","2025","47784","SECO"
"0568.562.728","001","2008","47786","SECO"
"0568.562.728","001","2008","49410","MAIN"
"0588.948.564","006","2025","97000","MAIN"
"0598.960.944","006","2025","53200","MAIN"
"0598.960.944","001","2025","53200","MAIN"
"0598.960.944","001","2008","53200","MAIN"
"0599.770.893","001","2025","46130","SECO"
"0599.770.893","001","2025","43211","MAIN"
"0599.770.893","001","2025","81300","SECO"
"0599.770.893","001","2025","41001","SECO"
"0599.770.893","001","2025","46831","SECO"
"0599.770.893","001","2025","53200","SECO"
"0599.770.893","001","2025","22240","SECO"
"0599.770.893","001","2025","43331","SECO"
"0599.770.893","001","2008","53200","SECO"
"0599.770.893","001","2008","46130","SECO"
"0599.770.893","001","2008","46731","SECO"
"0599.770.893","001","2008","41201","SECO"
"0599.770.893","001","2008","22230","SECO"
"0599.770.893","001","2008","43331","SECO"
"0599.770.893","001","2008","81300","SECO"
"0599.770.893","001","2008","43211","MAIN"
"0631.862.948","001","2025","93123","SECO"
"0631.862.948","001","2025","56112","MAIN"
"0631.862.948","001","2008","93123","SECO"
"0631.862.948","001","2008","56102","MAIN"
"0633.604.691","001","2025","43120","SECO"
"0633.604.691","001","2025","43211","MAIN"
"0633.604.691","001","2008","43120","SECO"
"0633.604.691","001","2008","43211","MAIN"
"0633.854.517","006","2025","47241","MAIN"
"0633.854.517","001","2025","46190","MAIN"
"0633.854.517","001","2008","46190","MAIN"
"0635.646.839","006","2025","43320","MAIN"
"0635.646.839","001","2025","70200","MAIN"
"0635.646.839","001","2008","70220","MAIN"
"0637.057.002","001","2025","01130","MAIN"
"0637.057.002","001","2003","01121","MAIN"
"0637.057.002","001","2008","01130","MAIN"
"0639.725.787","006","2025","43341","MAIN"
"0639.725.787","001","2025","43341","MAIN"
"0639.725.787","001","2025","47526","SECO"
"0639.725.787","001","2008","43341","MAIN"
"0639.725.787","001","2008","47526","SECO"
"0644.576.381","006","2025","52241","MAIN"
"0644.576.381","001","2025","52241","SECO"
"0644.576.381","001","2025","58190","MAIN"
"0644.576.381","001","2008","58190","MAIN"
"0644.576.381","001","2008","52241","SECO"
"0647.680.480","001","2025","56111","MAIN"
"0647.680.480","001","2008","56101","MAIN"
"0647.978.806","001","2025","46474","MAIN"
"0647.978.806","001","2025","46643","SECO"
"0647.978.806","001","2008","46693","SECO"
"0647.978.806","001","2008","46473","MAIN"
"0651.772.890","001","2025","82990","MAIN"
"0651.772.890","001","2008","82990","MAIN"
"0656.391.179","001","2025","56111","MAIN"
"0656.391.179","001","2025","56210","SECO"
"0656.391.179","001","2003","55301","MAIN"
"0656.391.179","001","2003","55522","SECO"
"0656.391.179","001","2008","56101","MAIN"
"0656.391.179","001","2008","56210","SECO"
"0657.802.728","001","2025","43350","SECO"
"0657.802.728","001","2025","41001","MAIN"
"0657.802.728","001","2008","41201","MAIN"
"0657.802.728","001","2008","43390","SECO"
"0657.973.863","006","2025","56112","MAIN"
"0657.973.863","001","2025","56112","MAIN"
"0659.969.192","001","2025","81230","SECO"
"0659.969.192","001","2025","46499","SECO"
"0659.969.192","001","2025","85599","SECO"
"0659.969.192","001","2025","47559","SECO"
"0659.969.192","001","2025","52210","MAIN"
"0659.969.192","001","2008","52210","MAIN"
"0659.969.192","001","2008","47599","SECO"
"0659.969.192","001","2008","46499","SECO"
"0659.969.192","001","2008","85599","SECO"
"0659.969.192","001","2008","81290","SECO"
"0660.832.096","006","2025","49410","MAIN"
"0660.832.096","001","2025","70200","SECO"
"0660.832.096","001","2025","90111","SECO"
"0660.832.096","001","2025","85599","MAIN"
"0660.832.096","001","2025","96999","SECO"
"0660.832.096","001","2008","96099","SECO"
"0660.832.096","001","2008","70220","SECO"
"0660.832.096","001","2008","90031","SECO"
"0660.832.096","001","2008","85599","MAIN"
"0661.552.470","001","2025","01309","SECO"
"0661.552.470","001","2025","01610","SECO"
"0661.552.470","001","2025","01290","SECO"
"0661.552.470","001","2025","81300","MAIN"
"0661.552.470","001","2025","01110","SECO"
"0661.552.470","001","2025","01130","SECO"
"0661.552.470","001","2025","01500","SECO"
"0661.552.470","001","2003","01410","MAIN"
"0661.552.470","001","2008","01130","SECO"
"0661.552.470","001","2008","01290","SECO"
"0661.552.470","001","2008","01500","SECO"
"0661.552.470","001","2008","01309","SECO"
"0661.552.470","001","2008","81300","MAIN"
"0661.552.470","001","2008","01110","SECO"
"0661.552.470","001","2008","01610","SECO"
"0661.826.644","001","2025","47789","MAIN"
"0661.826.644","001","2008","47789","MAIN"
"0661.956.803","006","2025","85510","MAIN"
"0662.684.994","006","2025","96210","MAIN"
"0662.684.994","001","2025","96210","MAIN"
"0662.684.994","001","2008","96021","MAIN"
"0662.938.679","001","2025","56112","MAIN"
"0662.938.679","001","2025","82300","SECO"
"0662.938.679","001","2025","85599","SECO"
"0662.938.679","001","2008","82300","SECO"
"0662.938.679","001","2008","56102","MAIN"
"0662.938.679","001","2008","85599","SECO"
"0663.855.132","001","2025","11050","SECO"
"0663.855.132","001","2025","47252","MAIN"
"0663.855.132","001","2008","47252","MAIN"
"0663.855.132","001","2008","11050","SECO"
"0664.281.041","001","2025","46180","SECO"
"0664.281.041","001","2025","47811","MAIN"
"0664.281.041","001","2025","95311","SECO"
"0664.281.041","001","2003","50103","MAIN"
"0664.281.041","001","2003","50200","SECO"
"0664.281.041","001","2008","45112","SECO"
"0664.281.041","001","2008","45201","SECO"
"0664.281.041","001","2008","45113","MAIN"
"0665.881.244","006","2025","46869","MAIN"
"0665.881.244","001","2025","70100","SECO"
"0665.881.244","001","2025","73110","SECO"
"0665.881.244","001","2025","46869","MAIN"
"0665.881.244","001","2008","73110","SECO"
"0665.881.244","001","2008","70100","SECO"
"0665.881.244","001","2008","46769","MAIN"
"0667.669.410","001","2025","47110","MAIN"
"0667.669.410","001","2008","47113","MAIN"
"0667.860.440","006","2025","41001","MAIN"
"0667.860.440","001","2025","43211","MAIN"
"0667.860.440","001","2025","43410","SECO"
"0667.860.440","001","2025","62200","SECO"
"0667.860.440","001","2025","43222","SECO"
"0667.860.440","001","2008","43910","SECO"
"0667.860.440","001","2008","43211","MAIN"
"0667.860.440","001","2008","43222","SECO"
"0667.860.440","001","2008","62020","SECO"
"0670.177.156","001","2025","66220","SECO"
"0670.177.156","001","2008","66220","MAIN"
"0673.801.788","001","2025","56111","MAIN"
"0673.801.788","001","2008","56101","MAIN"
"0674.742.094","006","2025","56301","MAIN"
"0674.742.094","001","2025","56301","MAIN"
"0674.940.450","006","2025","69201","MAIN"
"0674.940.450","001","2025","69201","MAIN"
"0674.940.450","001","2008","69202","MAIN"
"0675.184.435","001","2025","10712","MAIN"
"0675.184.435","001","2003","15812","MAIN"
"0675.184.435","001","2008","10712","MAIN"
"0675.536.605","001","2025","70200","SECO"
"0675.536.605","001","2025","56111","MAIN"
"0675.536.605","001","2025","56210","SECO"
"0675.536.605","001","2008","70220","SECO"
"0675.536.605","001","2008","56210","SECO"
"0675.536.605","001","2008","56101","MAIN"
"0677.729.496","001","2025","10711","MAIN"
"0677.729.496","001","2025","47241","SECO"
"0677.729.496","001","2008","47241","SECO"
"0677.729.496","001","2008","10711","MAIN"
"0677.909.937","006","2025","43211","MAIN"
"0677.909.937","001","2025","61200","SECO"
"0677.909.937","001","2025","61100","MAIN"
"0677.909.937","001","2008","61300","SECO"
"0677.909.937","001","2008","61900","SECO"
"0677.909.937","001","2008","61200","SECO"
"0677.909.937","001","2008","61100","MAIN"
"0678.577.950","001","2025","63100","SECO"
"0678.577.950","001","2025","62100","SECO"
"0678.577.950","001","2025","62200","MAIN"
"0678.577.950","001","2025","47400","SECO"
"0678.577.950","001","2025","46500","SECO"
"0678.577.950","001","2008","62010","SECO"
"0678.577.950","001","2008","63110","SECO"
"0678.577.950","001","2008","46510","SECO"
"0678.577.950","001","2008","62030","SECO"
"0678.577.950","001","2008","62020","MAIN"
"0678.577.950","001","2008","47410","SECO"
"0678.604.278","001","2025","56111","MAIN"
"0678.604.278","001","2025","56220","SECO"
"0678.604.278","001","2008","56290","SECO"
"0678.604.278","001","2008","56101","MAIN"
"0679.677.713","006","2025","47721","MAIN"
"0679.677.713","001","2025","47120","SECO"
"0679.677.713","001","2025","47721","MAIN"
"0680.587.335","001","2025","43350","SECO"
"0680.587.335","001","2025","81210","SECO"
"0680.587.335","001","2025","43120","MAIN"
"0680.587.335","001","2008","43390","SECO"
"0680.587.335","001","2008","43120","MAIN"
"0680.587.335","001","2008","81210","SECO"
"0683.496.939","006","2025","69201","MAIN"
"0683.496.939","001","2025","69201","MAIN"
"0683.496.939","001","2008","69202","MAIN"
"0684.677.072","006","2025","43211","MAIN"
"0684.677.072","001","2025","43120","SECO"
"0684.677.072","001","2025","33200","MAIN"
